name	category	relevance	country_iso	x	y
Castello di Brescia	Castle	62	IT	-0.14438255706884517	-0.7361067817905258
Duomo di Pavia	Church	54	IT	-0.1541033103435506	-0.7328744541670623
Duomo di Como	Church	137	IT	-0.055141799888858506	-0.6043269485844949
Villa Olmo	Palace	60	IT	-0.16643463036605738	-0.7251978648794726
Museo del Novecento	Museum	79	IT	-0.12664212129981084	-0.6953336184247362
Nora	Archaeological Site	88	IT	0.09092402229693082	-0.6490413088913177
Palazzo Medici Riccardi	Building	209	IT	0.1327615698128561	-0.5104510743438394
Villa Farnese	Building	62	IT	-0.024141210311232928	-0.7479150683701261
Villa Aldobrandini	Palace	51	IT	-0.019288266566177388	-0.7686907941573637
Villa medicea di Poggio a Caiano	Building	59	IT	-0.08638804444702881	-0.743876627569605
Basilica of San Vitale	Church	227	IT	0.1465743089615855	-0.49755730833411643
Palazzo Colonna	Palace	218	IT	0.21645825718856354	-0.5038950229180275
Palazzo del Laterano	Building	66	IT	-0.0019203351631591416	-0.7431431977199271
Santa Maria Maggiore	Church	398	IT	0.3380300936530625	-0.17344198785330467
San Sebastiano	Church	279	IT	0.16671569711198905	-0.3605271363865665
Basilica della Santissima Annunziata	Church	106	IT	-0.015574546042397799	-0.6724923143100267
Basilica di Santo Spirito	Church	128	IT	0.016293869931113023	-0.6376886761037518
Santa Maria della Concezione dei Cappuccini	Church	85	IT	0.02471824201958868	-0.7131196966901935
San Pietro in Vincoli	Church	126	IT	0.08416159735586456	-0.6486575517592753
Duomo di Prato	Church	51	IT	-0.09958267644689453	-0.7573074690081835
Ferento	Archaeological Site	187	IT	0.14986969111433188	-0.5507342410808123
San Pietro in Montorio	Church	111	IT	0.06247936634661732	-0.6718702921508378
Orvieto Cathedral	Church	90	IT	0.00272136590498808	-0.7040442592144067
Gela	Archaeological Site	216	IT	0.3832978783870359	-0.5082391460759829
Municipio	Building	264	IT	0.29611752588759205	-0.4407887206875177
Corviale	Building	161	IT	0.1351878253629529	-0.5923608420843529
Palatino	Archaeological Site	52	IT	-0.022257768721868566	-0.7649497247266572
Temple of Caesar	Archaeological Site	242	IT	0.2512190268176343	-0.46615467163141827
Temple of Vesta	Archaeological Site	80	IT	0.017916388552043784	-0.7208942462966729
Museo Poldi Pezzoli	Museum	67	IT	-0.1440709693558677	-0.7142444871745788
Museo di San Marco	Museum	78	IT	-0.05596901162041926	-0.7165040504839292
Fontana Pretoria	Monument	83	IT	0.1502195295051732	-0.7103649558502089
Castello Utveggio	Historical Site	53	IT	0.10579652954556093	-0.7576215756069492
Palazzo Biscari	Palace	64	IT	0.15782351666864444	-0.7602694228772063
Doge's Palace	Museum	312	IT	0.24023396846686923	-0.32069098282158226
Cappella Brancacci	Museum	170	IT	0.0767315388365895	-0.5715887030270239
Lupa capitolina	Monument	180	IT	0.08497963308139797	-0.5444606896452494
Castello di Gradara	Castle	307	IT	0.2821682363628502	-0.37720460392697114
Must	Museum	327	IT	0.4734738553483222	-0.40057007146955564
Monumento a Vittorio Emanuele II	Monument	162	IT	-0.01016158261132313	-0.5722205898387819
Gotico	Palace	225	IT	0.101204667242198	-0.4705071000666107
Rotonda di San Lorenzo	Monument	102	IT	-0.06945394967000973	-0.6789769992185392
Roman Forum	Historical Site	778	IT	0.8546104974568551	0.4273084367613698
Palazzo della Pilotta	Palace	129	IT	-0.023526981014732547	-0.628698140126622
Certosa di Parma	Palace	73	IT	-0.10372375179799746	-0.7172827547415629
Castello di Bardi	Castle	51	IT	-0.13558824531764502	-0.7426734765639631
Palazzo Schifanoia	Palace	71	IT	-0.09621278326675692	-0.7372493059985775
Mausoleo di Galla Placidia	Historical Site	251	IT	0.18113564573217564	-0.4598304366055457
Tomba di Dante	Historical Site	195	IT	0.10066827585853821	-0.5479156573888525
Sferisterio di Macerata	Amphitheater	64	IT	-0.041242882983068385	-0.7653630353545247
Aurum	Museum	56	IT	-0.018895764820970825	-0.7843554212510845
Cathedral	Church	588	IT	0.806394676606549	0.040089271404080605
Amphitheatre of Pompeii	Historical Site	150	IT	0.17298303437789295	-0.6321334132061835
Palestra	Archaeological Site	113	IT	0.11969562753392332	-0.6902947419085878
Casina Vanvitelliana	Historical Site	98	IT	0.09200453728122439	-0.7084417350933907
Palazzo Donn'Anna	Palace	83	IT	0.07179101639228967	-0.7340921621241191
Madre	Museum	95	IT	0.08834760398690002	-0.7159676142057908
Basilica di San Gaudenzio	Church	72	IT	-0.14135130914497587	-0.6987261730976493
Largo di Torre Argentina	Archaeological Site	119	IT	0.07388480000427025	-0.6594614162523864
Quirinal Palace	Palace	257	IT	0.2725932123844586	-0.4426180908981298
Duomo di Modena	Church	240	IT	0.14674945360733208	-0.4613552325422865
Ghirlandina	Monument	78	IT	-0.08656227262570411	-0.7160958323215106
Duomo di Siracusa	Church	147	IT	0.2932580887448365	-0.6304040056795286
Cattedrale di Palermo	Church	213	IT	0.3374320534196726	-0.505860274667619
Palazzo Chigi	Palace	362	IT	0.4311316541591056	-0.2791368086414969
Castelli Romani	Castle	247	IT	0.2638361116650581	-0.4599925507728829
Hadrian's Villa	Museum	183	IT	0.16720709083805327	-0.5629765859826085
Villa Adriana	Archaeological Site	152	IT	0.12259922540278291	-0.6117244013089125
Caritas	Church	78	IT	-0.1457768461665269	-0.7353128448523383
Necropoli della Banditaccia	Archaeological Site	53	IT	-0.028064654330288687	-0.7588226067676745
Fontana dell'Elefante	Monument	92	IT	0.19810827321826813	-0.7161972098577397
San Giovanni Battista	Church	214	IT	0.3477623655037954	-0.49483462582204063
Necropolis of Pantalica	Archaeological Site	61	IT	0.1647189308602863	-0.7623803788036575
Tusculum	Historical Site	74	IT	0.014199514626029325	-0.7328074511820595
Viale dei Cipressi	Monument	52	IT	-0.08208664912850151	-0.7456060746667257
Castello del Catajo	Castle	526	IT	0.5456657859609377	-0.026036914353959658
Messapi	Archaeological Site	123	IT	0.16443248827041398	-0.7140632385095587
Cattedrale di Noto	Church	105	IT	0.23612684928811953	-0.6927295629765917
Ovid	Monument	852	IT	1.137644863352864	0.47330302771223337
San Bartolomeo	Church	116	IT	-0.030271462583883565	-0.6549773749750551
Calvario	Monument	153	IT	0.2166519230750449	-0.6673338698110218
Abbazia di Chiaravalle	Church	154	IT	-0.016687239249586146	-0.5777939857070926
Basilica di Santa Maria di Collemaggio	Church	71	IT	-0.001191001931141569	-0.7492636869554243
San Rocco	Church	203	IT	0.33891996258032825	-0.5462832346693834
Alba Fucens	Archaeological Site	143	IT	0.1109368936037961	-0.6349263254349622
Duomo di Mantova	Church	80	IT	-0.10119989099303256	-0.7136207932886487
Croce del Sud	Monument	112	IT	0.11992665250662563	-0.6938450018940151
Sant'Ambrogio	Church	354	IT	0.28881942550706	-0.23633898522859717
Mausoleo della Bela Rosin	Monument	112	IT	-0.07855293303298654	-0.6208439315814765
Santa Sofia	Church	129	IT	0.1332231007464783	-0.6706829791090778
Sant'Ilario	Historical Site	51	IT	0.02079044188469459	-0.7933236921907877
Sant'Egidio	Church	72	IT	-0.13544617290205418	-0.6843268168667573
Colonne di San Marco e San Todaro	Monument	59	IT	-0.12632631634523425	-0.7682881307301901
Gallerie dell'Accademia	Museum	91	IT	-0.08027287529101956	-0.7178078457210813
Palazzo Dario	Palace	192	IT	0.0652361292109679	-0.5590431421068434
Villa Palagonia	Palace	59	IT	0.11812723023150602	-0.749915548134088
Villa Spedalotto	Palace	294	IT	0.4567193397664422	-0.38043063776935593
Cattedrale di Matera	Church	138	IT	0.17730292465518502	-0.6785902087785572
Sassi di Matera	Historical Site	103	IT	0.1269313758317504	-0.7336269176251442
Alberto da Giussano	Monument	131	IT	-0.05841176375644225	-0.6104948713022746
Basilica di Sant'Antonio di Padova	Church	403	IT	0.5303921964705667	-0.2325837787617769
Cattedrale di San Zeno	Church	72	IT	-0.07258823607375792	-0.7221385944337049
Abbazia di Valvisciolo	Church	54	IT	-0.004803032671935905	-0.7668353435946412
Sacro Monte di Varese	Historical Site	133	IT	-0.0651082864376602	-0.6069677988203402
Fontana delle Tette	Monument	53	IT	-0.1432286704651582	-0.7775440042002434
San Nicola di Bari	Church	633	IT	0.8181291337419058	0.1519052694466705
Laurentum	Archaeological Site	50	IT	-0.02080501377440465	-0.7653960523625793
Santa Lucia	Church	456	IT	0.44503856336539965	-0.1438203983086028
Santuario della Consolata	Church	61	IT	-0.1419119386404849	-0.6972540584646448
Basilica di Santa Croce	Church	686	IT	0.9904460490497928	0.16389735703526515
Basilica di San Francesco	Church	509	IT	0.5529160130075442	-0.05417006184080911
Basilica di Sant'Apollinare Nuovo	Church	158	IT	0.047394854559253144	-0.6061508830006073
Chiesa di San Michele in Foro	Church	93	IT	-0.04319089432077167	-0.6832141636859195
Castello di Arechi	Castle	73	IT	0.06653735003053524	-0.7563380207569976
San Carlo Borromeo	Church	258	IT	0.15758032401587505	-0.45432674742180873
Hombre	Museum	74	IT	-0.09236556177032207	-0.7210330213816313
Risiera di San Sabba	Museum	203	IT	0.0880595612592154	-0.561886847159971
Basilica di San Petronio	Church	591	IT	0.6608894649761189	0.08576415457456815
Palazzo Re Enzo	Palace	68	IT	-0.09239808555397316	-0.7366381029152815
Monumento a Cristoforo Colombo	Monument	63	IT	-0.11877796588499333	-0.7121328333091054
Basilica di San Babila	Church	54	IT	-0.1626871600673335	-0.7347711874576962
Palazzo Marino	Palace	88	IT	-0.11378042020811023	-0.681202919103445
Obelisco di Montecitorio	Monument	64	IT	-0.005481524452271892	-0.7459938140470841
San Giuseppe	Church	420	IT	0.6611714974368299	-0.20466752682969883
Villa Malaparte	Palace	55	IT	0.04054273095909592	-0.7774531582027713
Duomo di Amalfi	Church	103	IT	0.10997341151530887	-0.7069294889109776
Castello di Verrès	Castle	50	IT	-0.18834086499683636	-0.7221325452256838
Castello di Issogne	Castle	53	IT	-0.1836171558462887	-0.7172010979763098
Rocca Calascio	Castle	236	IT	0.2394343916857039	-0.4935052169589133
Fontana delle 99 cannelle	Monument	68	IT	-0.005861278158716757	-0.7538169391305333
La Scarzuola	Building	203	IT	0.1600614852050936	-0.527718947953886
Rocchetta Mattei	Monument	126	IT	-0.002785641444596506	-0.6404381853099906
Centrale Montemartini	Museum	68	IT	0.0013492149158279864	-0.7395414685822708
Ghetto	Historical Site	142	IT	0.10710714799651493	-0.623289872496953
Trinità dei Monti	Church	86	IT	0.026070506439478076	-0.7114920421365696
Musées du Vatican	Museum	71	IT	0.0041914781041278515	-0.7346828958571798
Ca' d'Oro	Palace	94	IT	-0.07621149602531722	-0.7132096124999273
Galleria Umberto I	Museum	163	IT	0.1867309367809649	-0.6088420799515599
Spaccanapoli	Historical Site	628	IT	0.8561928581899456	0.12234436721313864
Lupanare	Archaeological Site	77	IT	0.06780000861159817	-0.7468073077199919
Cristo Redentore	Monument	459	IT	0.542595118325556	-0.14381763069981235
Immacolata Concezione	Church	270	IT	0.32553564385964223	-0.4513236728599389
Bosco Verticale	Building	694	IT	0.7584028535734045	0.2716124510978884
Villa Necchi Campiglio	Museum	76	IT	-0.13100842829871673	-0.7002274142625764
Fondazione Prada	Museum	103	IT	-0.09133309221953273	-0.6577040750163569
Chiesa di San Maurizio al Monastero Maggiore	Church	130	IT	-0.053352176566939136	-0.6150006625357534
Chiesa di Santa Maria presso San Satiro	Church	143	IT	-0.03446320627592567	-0.5946619520318837
Chiesa di San Bernardino alle Ossa	Church	57	IT	-0.1582531453401	-0.7299966428392791
Pio Monte della Misericordia	Museum	98	IT	0.09278573544235585	-0.7112601205642771
Lingotto	Building	59	IT	-0.1552602116451533	-0.7046080996394771
Grattacielo Intesa Sanpaolo	Building	113	IT	-0.07879433756053528	-0.6198609640555337
Fonte Gaia	Monument	54	IT	-0.07525977582938644	-0.7530811480987089
Santuario di Greccio	Church	64	IT	-0.020903383132426415	-0.752181224686716
Bigo	Monument	65	IT	-0.1155918650562563	-0.7090116303036677
Palazzo Senatorio	Palace	63	IT	-0.006635820485978908	-0.7475960071649056
Bocca della Verità	Monument	51	IT	-0.023783831898386083	-0.7664164344606269
Santuario di Nostra Signora della Guardia	Church	52	IT	-0.0006866710397569443	-0.7772237392134045
Acropoli	Archaeological Site	114	IT	0.07986725672444141	-0.6780109215723391
Lucignano	Archaeological Site	79	IT	0.09521486567482326	-0.772113639172134
San Vito	Archaeological Site	147	IT	0.19541519383718395	-0.6562319384137406
Craco	Archaeological Site	272	IT	0.377828282950825	-0.4642358331846767
Pescara	Archaeological Site	608	IT	0.8545248475183068	0.0636483769438375
Casino	Archaeological Site	58	IT	0.04247108206282084	-0.7954761013041871
Rotonda	Archaeological Site	53	IT	0.07304663816878212	-0.8013788282630068
Tarantino	Archaeological Site	65	IT	0.08478929045753827	-0.7789968879858102
Palazzo dei Consoli	Museum	60	IT	-0.05657361624726647	-0.7602921082988985
Battistero Neoniano	Church	61	IT	-0.09234139868084314	-0.7585750083299578
Battistero degli Ariani	Church	59	IT	-0.09527378045284701	-0.7618007320766039
Foro di Augusto	Archaeological Site	55	IT	-0.018165841480419078	-0.7602241151265009
Villa dei Misteri	Archaeological Site	59	IT	0.04167921768312825	-0.7750012396565221
Temple of Castor and Pollux	Archaeological Site	56	IT	-0.016652169230209363	-0.7586259375233944
Villa del Balbianello	Palace	52	IT	-0.18138242010997999	-0.7402640028870601
Basilica di Santa Francesca Romana	Church	54	IT	-0.019494038828848426	-0.7618067689072622
Forum Boarium	Archaeological Site	52	IT	-0.02236006130604054	-0.7648392538029953
Osasco	Castle	235	IT	0.1010151665059185	-0.4227742646580818
Basilica dei Santi XII Apostoli	Church	54	IT	-0.019768648873945017	-0.7617736447259595
Grotte Vaticane	Church	78	IT	0.014401253312864369	-0.7236585009558246
Santa Cecilia in Trastevere	Church	81	IT	0.019406449128481936	-0.7191743542147416
Cattedrale dei Santi Pietro e Donato	Church	160	IT	0.0776090586927428	-0.5943845221766633
Sant'Agnese in Agone	Church	141	IT	0.10541160483718492	-0.6248272761688373
Aqua Claudia	Historical Site	60	IT	-0.008715721143126227	-0.7531382833686435
Porta Portese	Historical Site	55	IT	-0.017952878120456667	-0.7600084946544168
Santuario di San Michele Arcangelo	Historical Site	78	IT	0.05188978336868845	-0.7690554557204774
Castel Thun	Castle	56	IT	-0.1685583522095152	-0.7603566582432042
Petra	Archaeological Site	50	JO	0.5478189088991966	-1.01834105657387
Pella	Archaeological Site	83	JO	0.529408806753425	-0.9784894957721304
Matsumoto Castle	Castle	190	JP	1.4780789585622192	-2.181075371092244
Tokyo National Museum	Museum	110	JP	1.3955828666166155	-2.3283555193225105
Yokohama Landmark Tower	Building	62	JP	1.3335464600683902	-2.400715972367811
Roppongi Hills Mori Tower	Building	71	JP	1.3408325372503571	-2.388807242925903
Shuri Castle	Castle	182	JP	1.6937980818749683	-2.011968053740182
Tokyo Big Sight	Building	130	JP	1.4273607496521292	-2.2967467368562158
Kōkyo	Palace	61	JP	1.32585186862256	-2.4049629841459392
Umeda Sky Building	Building	85	JP	1.353490098150155	-2.3063461198444855
Raimu	Church	133	KE	1.6653786704921536	-0.771074145271609
Karen	Church	59	KE	1.5791236327472877	-0.8753001966455412
Fort Jesus	Museum	69	KE	1.7073874054635843	-0.8861101588883523
United Nations Office at Nairobi	Building	133	KE	1.6839843985179717	-0.7606360626523968
Salvation Army	Church	190	KE	1.7671255596463062	-0.6715850363142858
Jerusalem	Church	146	KE	1.7040498128895203	-0.7406242568478408
Angkor Wat	Historical Site	130	KH	1.8130762738633048	-1.7193753831899525
Tuol Sleng Genocide Museum	Museum	468	KH	2.3685516305757166	-1.1932057965621767
Gyeongbokgung	Historical Site	348	KR	1.564735608024791	-1.7934546989972966
Changdeokgung	Palace	147	KR	1.2753535239544653	-2.109707773839161
Acropole	Archaeological Site	98	LB	0.5067670246581817	-0.9698800559354614
Parliament of Sri Lanka	Building	119	LK	1.7907622327291444	-1.389970269469722
Mumtaz Mahal	Historical Site	1187	LK	3.32783759095591	0.290245223679022
Lotus Tower	Building	447	LK	2.261344599090175	-0.873591871031749
Leptis Magna	Archaeological Site	81	LY	0.32989510502872776	-0.7005652420305973
Bahia Palace	Palace	148	MA	0.2596337008575277	-0.29602489977009294
El Badi Palace	Palace	61	MA	0.13440415358921257	-0.4327655915742853
Palais Royal	Palace	70	MA	0.1715000232894522	-0.3918047594417224
Dhar	Building	73	MA	0.12537938323643089	-0.4148266331373115
Rune	Building	361	MA	0.5092648272455665	0.014178710333757684
Blida	Building	119	MA	0.18573135663559942	-0.3544898645223655
Prince's Palace of Monaco	Palace	195	MC	0.0797168179221168	-0.4815491486828719
Cathédrale	Church	228	MC	0.1273072203648117	-0.42968491729284575
Свети Никола	Church	79	MK	0.08987722212931383	-0.8422583804741987
Kale	Castle	1615	MK	2.300376096633786	1.5801829791187385
Myanmar National Airlines	Building	140	MM	1.6517784150913761	-1.6172408364995474
Notre-Dame de la Garde	Church	107	MQ	0.27233708546277996	0.41930139198362293
Ħaġar Qim	Archaeological Site	110	MT	0.27155218535790154	-0.6716514010889119
Ġgantija	Archaeological Site	112	MT	0.26590569492380917	-0.6672335966917076
None	Building	82	MW	1.989751038126656	-0.7420121521772286
Yaxchilán	Archaeological Site	50	MX	-0.15498314927431048	0.7149051913259447
Varadero	Archaeological Site	50	MX	-0.20674432214182406	0.6571176944882876
Tulum	Archaeological Site	55	MX	-0.2216486187528519	0.6607480093226263
Tigre	Archaeological Site	267	MX	0.1243625024888994	1.0242546612161114
Santo Domingo	Archaeological Site	84	MX	-0.22017661329827076	0.7184848059260213
Santiago	Archaeological Site	512	MX	0.45492701355337833	1.3968425451504785
San Francisco	Archaeological Site	59	MX	-0.16015749102960844	0.704201953276421
Pop	Archaeological Site	287	MX	0.0678626906244721	1.0578727107188235
Pimienta	Archaeological Site	55	MX	-0.1979912953993114	0.683350187655969
Paraíso	Archaeological Site	99	MX	-0.12958505196383127	0.7493958317535232
Panga	Archaeological Site	53	MX	-0.3800385330576477	0.7858879224649042
Palenque	Archaeological Site	53	MX	-0.17892504930947095	0.7312412572761935
Mug	Archaeological Site	59	MX	-0.25900473058985074	0.6988461301007639
Monte Albán	Archaeological Site	303	MX	0.15291215481511441	1.1888025158158084
Fordson	Archaeological Site	208	MX	0.030004898429391958	0.9238313810690763
El Tajín	Archaeological Site	244	MX	-0.04580119197035939	1.0884191066476194
